character,true_emotion,sentence,predicted_emotion,tension_modifier,tension_idiom,tension_degree_head,tension_word_count,tension_score,raw_response,api_time,api_status
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,憤怒,那些年輕人吵得太誇張，阿嬤我怎麼睡得著？,憤怒,1,0,1,13,0.31,"情緒：憤怒
Modifier：1
Idiom：0
DegreeHead：1
WordCount：13  
Tension：0.31",1.514240026473999,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,憤怒,怎麼這麼多年還有人亂丟垃圾，真是沒公德心！,憤怒,2,0,1,13,0.38,"情緒：憤怒
Modifier：2
Idiom：0
DegreeHead：1
WordCount：13  
Tension：0.38",1.4556591510772705,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,憤怒,鄰居的狗又一直叫，害我整晚沒休息。,憤怒,1,0,0,12,0.08,"情緒：憤怒
Modifier：1
Idiom：0
DegreeHead：0
WordCount：12  
Tension：0.08",2.653347969055176,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,憤怒,這店家的服務態度差，買個東西還要這麼兇。,憤怒,1,0,0,13,0.08,"情緒：憤怒
Modifier：1
Idiom：0
DegreeHead：0
WordCount：13  
Tension：0.08",1.5434632301330566,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,憤怒,小孩子怎麼這麼不懂事，打破我的花盆！,憤怒,1,0,1,11,0.27,"情緒：憤怒
Modifier：1
Idiom：0
DegreeHead：1
WordCount：11  
Tension：0.27",1.0192477703094482,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,憤怒,電視節目那麼爛，老是重播沒新意。,厭惡,1,0,1,10,0.3,"情緒：厭惡
Modifier：1
Idiom：0
DegreeHead：1
WordCount：10  
Tension：0.30",1.6213586330413818,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,憤怒,兒子又忘了給我打電話，氣死我了！,憤怒,1,0,0,12,0.08,"情緒：憤怒
Modifier：1
Idiom：0
DegreeHead：0
WordCount：12  
Tension：0.08",0.9745779037475586,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,憤怒,怎麼這個天氣還有人不戴口罩，太不負責任了。,憤怒,2,0,1,13,0.38,"情緒：憤怒
Modifier：2
Idiom：0
DegreeHead：1
WordCount：13  
Tension：0.38",1.3172359466552734,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,憤怒,社區裡那個阿婆總是愛管閒事，讓人心煩。,厭惡,2,0,0,11,0.18,"情緒：厭惡
Modifier：2
Idiom：0
DegreeHead：0
WordCount：11  
Tension：0.18",1.1660497188568115,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,憤怒,有些人說老年人不用管，真是太過分了！,憤怒,1,0,1,13,0.38,"情緒：憤怒
Modifier：1
Idiom：0
DegreeHead：1
WordCount：13  
Tension：0.38",1.4306669235229492,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,驚奇,這年紀還能學手機，真是沒想到自己這麼厲害！,驚奇,1,0,1,13,0.23,"情緒：驚奇
Modifier：1
Idiom：0
DegreeHead：1
WordCount：13  
Tension：0.23",0.9779119491577148,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,驚奇,孫子會自己做飯了？阿嬤我真是太驚訝了。,驚奇,1,0,1,13,0.31,"情緒：驚奇
Modifier：1
Idiom：0
DegreeHead：1
WordCount：13  
Tension：0.31",1.3415958881378174,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,驚奇,社區活動這麼熱鬧，我都沒想到會這麼有趣。,驚奇,1,0,2,13,0.38,"情緒：驚奇
Modifier：1
Idiom：0
DegreeHead：2
WordCount：13  
Tension：0.38",1.5257658958435059,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,驚奇,今天市場賣的水果比去年還甜，真讓人驚喜。,驚奇,1,0,1,13,0.31,"情緒：驚奇
Modifier：1
Idiom：0
DegreeHead：1
WordCount：13  
Tension：0.31",0.9153470993041992,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,驚奇,看到年輕人騎著電動車，真是時代變了啊。,驚奇,0,0,0,10,0.0,"情緒：驚奇
Modifier：0
Idiom：0
DegreeHead：0
WordCount：10  
Tension：0.00",1.362868070602417,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,驚奇,那位新鄰居會唱歌，唱得還真好聽。,喜悅,1,0,1,10,0.3,"情緒：喜悅
Modifier：1
Idiom：0
DegreeHead：1
WordCount：10  
Tension：0.30",1.1875689029693604,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,驚奇,電視劇裡的服裝變化多，跟以前完全不同。,驚奇,1,0,1,11,0.27,"情緒：驚奇
Modifier：1
Idiom：0
DegreeHead：1
WordCount：11  
Tension：0.27",0.9303741455078125,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,驚奇,今天路過公園，居然看到好多老人跳舞，好驚訝。,驚奇,1,0,1,13,0.31,"情緒：驚奇
Modifier：1
Idiom：0
DegreeHead：1
WordCount：13  
Tension：0.31",0.8829388618469238,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,驚奇,以前用的爐子被電鍋取代，科技真快！,驚奇,1,0,0,12,0.08,"情緒：驚奇
Modifier：1
Idiom：0
DegreeHead：0
WordCount：12  
Tension：0.08",1.0672268867492676,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,驚奇,孫子送我一盆花，阿嬤我感動得快流淚了。,喜悅,1,0,1,13,0.31,"情緒：喜悅
Modifier：1
Idiom：0
DegreeHead：1
WordCount：13  
Tension：0.31",1.257155179977417,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,信任,阿昌從小就聰明，阿嬤相信你一定可以考上好學校啦。,信任,1,0,1,16,0.19,"情緒：信任
Modifier：1
Idiom：0
DegreeHead：1
WordCount：16  
Tension：0.19",0.8881728649139404,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,信任,你說這個東西好用，阿嬤信你，我來學學看怎麼用。,信任,0,0,1,16,0.13,"情緒：信任
Modifier：0
Idiom：0
DegreeHead：1
WordCount：16  
Tension：0.13",1.291416883468628,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,信任,阿嬤不是催你啦，是怕你太累，但我相信你會照顧好自己。,信任,2,0,1,18,0.28,"情緒：信任
Modifier：2
Idiom：0
DegreeHead：1
WordCount：18  
Tension：0.28",1.0996148586273193,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,信任,你爸嘴巴壞一點，但他心是好的，阿嬤知道啦。,信任,2,0,0,13,0.15,"情緒：信任
Modifier：2
Idiom：0
DegreeHead：0
WordCount：13  
Tension：0.15",2.319437026977539,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,信任,這家菜市場我走了幾十年，賣菜阿姨我都信得過啦。,信任,0,0,0,15,0.0,"情緒：信任
Modifier：0
Idiom：0
DegreeHead：0
WordCount：15  
Tension：0.00",1.1441657543182373,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,信任,你說你想自己搬出去住，阿嬤信你有能力獨立。,信任,1,0,0,13,0.08,"情緒：信任
Modifier：1
Idiom：0
DegreeHead：0
WordCount：13  
Tension：0.08",2.802103042602539,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,信任,這藥是醫生開的，我相信你們年輕人說要按時吃是對的。,信任,0,0,0,18,0.0,"情緒：信任
Modifier：0
Idiom：0
DegreeHead：0
WordCount：18  
Tension：0.00",0.8803579807281494,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,信任,阿嬤看人很準，那個女孩我看得出來是好孩子。,信任,2,0,0,14,0.14,"情緒：信任
Modifier：2
Idiom：0
DegreeHead：0
WordCount：14  
Tension：0.14",1.0965540409088135,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,信任,你說你工作忙，我懂的啦，我信你不是故意不打電話。,信任,0,0,0,17,0.0,"情緒：信任
Modifier：0
Idiom：0
DegreeHead：0
WordCount：17
Tension：0.00",2.912630081176758,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,信任,阿嬤信佛，信善有善報，所以做人要正直。,信任,1,1,0,11,0.18,"情緒：信任
Modifier：1
Idiom：1
DegreeHead：0
WordCount：11  
Tension：0.18",1.5396809577941895,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,喜悅,孫子來看我了，阿嬤心裡暖暖的，好開心！,喜悅,1,0,1,13,0.23,"情緒：喜悅
Modifier：1
Idiom：0
DegreeHead：1
WordCount：13
Tension：0.23",1.3029241561889648,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,喜悅,今天市場買到新鮮的菜，煮了大家最愛的菜色。,喜悅,1,0,1,13,0.23,"情緒：喜悅
Modifier：1
Idiom：0
DegreeHead：1
WordCount：13  
Tension：0.23",1.0788638591766357,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,喜悅,鄰居阿姨送了我一盒糕點，真是太幸福了。,喜悅,1,0,1,13,0.23,"情緒：喜悅
Modifier：1
Idiom：0
DegreeHead：1
WordCount：13  
Tension：0.23",2.794358730316162,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,喜悅,太陽好大，曬著太陽感覺特別舒服。,喜悅,1,0,2,10,0.5,"情緒：喜悅
Modifier：1
Idiom：0
DegreeHead：2
WordCount：10  
Tension：0.50",1.614297866821289,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,喜悅,聽到孫子考試考得不錯，阿嬤真替他驕傲。,喜悅,1,0,1,13,0.23,"情緒：喜悅
Modifier：1
Idiom：0
DegreeHead：1
WordCount：13  
Tension：0.23",1.293839931488037,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,喜悅,和老朋友聊天，回憶起好多快樂的時光。,喜悅,1,0,0,10,0.1,"情緒：喜悅
Modifier：1
Idiom：0
DegreeHead：0
WordCount：10  
Tension：0.10",1.081944227218628,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,喜悅,今天公園散步，看到很多小朋友玩耍，心情很好。,喜悅,1,0,1,13,0.23,"情緒：喜悅
Modifier：1
Idiom：0
DegreeHead：1
WordCount：13  
Tension：0.23",1.8212792873382568,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,喜悅,照顧花花草草，看著它們長大，真是開心。,喜悅,1,0,1,12,0.25,"情緒：喜悅
Modifier：1
Idiom：0
DegreeHead：1
WordCount：12  
Tension：0.25",2.6644160747528076,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,喜悅,兒子送來了他做的手工藝品，阿嬤覺得好棒！,喜悅,1,0,1,13,0.38,"情緒：喜悅
Modifier：1
Idiom：0
DegreeHead：1
WordCount：13  
Tension：0.38",3.7124087810516357,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,喜悅,一家人圍在一起吃飯，好幸福的一天。,喜悅,1,0,1,10,0.3,"情緒：喜悅
Modifier：1
Idiom：0
DegreeHead：1
WordCount：10  
Tension：0.30",4.0123419761657715,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,期待,下禮拜你說要帶女朋友回來吃飯，阿嬤煮你最愛的紅燒肉，期待啦！,期待,0,0,0,22,0.0,"情緒：期待
Modifier：0
Idiom：0
DegreeHead：0
WordCount：22  
Tension：0.00",1.0857150554656982,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,期待,這週孫子要表演才藝，我早就準備好要去看了，超開心。,喜悅,1,0,2,17,0.29,"情緒：喜悅
Modifier：1
Idiom：0
DegreeHead：2
WordCount：17  
Tension：0.29",1.3891520500183105,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,期待,過年快到了，我已經開始想要包幾個紅包給你們。,期待,1,0,0,14,0.07,"情緒：期待
Modifier：1
Idiom：0
DegreeHead：0
WordCount：14  
Tension：0.07",1.9825811386108398,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,期待,你說你年底要帶我去日本玩，我天天都在倒數啦。,期待,1,0,1,16,0.19,"情緒：期待
Modifier：1
Idiom：0
DegreeHead：1
WordCount：16  
Tension：0.19",1.4378139972686768,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,期待,明天你要回來吃飯，我特地去市場買新鮮白蝦等你。,期待,2,0,1,15,0.33,"情緒：期待
Modifier：2
Idiom：0
DegreeHead：1
WordCount：15  
Tension：0.33",3.6196179389953613,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,期待,阿嬤最近學會用LINE，期待你傳照片給我看。,期待,1,0,0,13,0.08,"情緒：期待
Modifier：1
Idiom：0
DegreeHead：0
WordCount：13  
Tension：0.08",0.9938721656799316,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,期待,你表妹也快要生了，我在等她叫我去幫忙坐月子啦。,期待,0,0,0,17,0.0,"情緒：期待
Modifier：0
Idiom：0
DegreeHead：0
WordCount：17  
Tension：0.00",0.9390358924865723,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,期待,這禮拜你阿公生日，我已經訂好蛋糕要一起慶祝了。,期待,0,0,0,16,0.0,"情緒：期待
Modifier：0
Idiom：0
DegreeHead：0
WordCount：16
Tension：0.00",1.220207929611206,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,期待,你堂哥搬新家，說要請吃飯，我也很期待看到大家團聚。,期待,2,0,1,17,0.29,"情緒：期待
Modifier：2
Idiom：0
DegreeHead：1
WordCount：17
Tension：0.29",2.540782928466797,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,期待,春天要到了，我等著在陽台種我的蘭花呢。,期待,0,0,0,13,0.0,"情緒：期待
Modifier：0
Idiom：0
DegreeHead：0
WordCount：13
Tension：0.00",1.4571452140808105,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,恐懼,最近你每天都忙到這麼晚，我怕你累壞了啦。,恐懼,1,0,0,13,0.08,"情緒：恐懼
Modifier：1
Idiom：0
DegreeHead：0
WordCount：13  
Tension：0.08",3.4831738471984863,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,恐懼,我一個人在家聽到外面吵吵鬧鬧，心裡有點怕怕的。,恐懼,2,0,1,15,0.33,"情緒：恐懼
Modifier：2
Idiom：0
DegreeHead：1
WordCount：15  
Tension：0.33",3.1545331478118896,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,恐懼,天氣變冷了，你都不加外套，阿嬤最怕你著涼。,恐懼,1,0,1,13,0.23,"情緒：恐懼
Modifier：1
Idiom：0
DegreeHead：1
WordCount：13  
Tension：0.23",1.6328349113464355,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,恐懼,我昨晚咳了一整晚，有點怕是不是又氣管發作了。,恐懼,1,0,1,13,0.23,"情緒：恐懼
Modifier：1
Idiom：0
DegreeHead：1
WordCount：13  
Tension：0.23",1.0760409832000732,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,恐懼,你表弟這麼晚還沒回家，我心裡真的很不安。,恐懼,2,0,1,12,0.42,"情緒：恐懼
Modifier：2
Idiom：0
DegreeHead：1
WordCount：12  
Tension：0.42",1.4091801643371582,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,恐懼,最近詐騙新聞很多，我怕你阿公又被騙去買什麼藥。,恐懼,1,0,0,17,0.06,"情緒：恐懼
Modifier：1
Idiom：0
DegreeHead：0
WordCount：17  
Tension：0.06",1.9296269416809082,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,恐懼,我手機一直按錯，怕你們傳的訊息我都沒看到。,恐懼,0,0,0,15,0.0,"情緒：恐懼
Modifier：0
Idiom：0
DegreeHead：0
WordCount：15  
Tension：0.00",1.5399188995361328,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,恐懼,你說要出國工作，阿嬤不是不支持，是怕你在外沒人照顧。,恐懼,2,0,0,19,0.11,"情緒：恐懼
Modifier：2
Idiom：0
DegreeHead：0
WordCount：19  
Tension：0.11",2.1316988468170166,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,恐懼,最近鄰居摔倒住院，我也會怕自己哪天走路跌倒沒人知道。,恐懼,0,0,0,18,0.0,"情緒：恐懼
Modifier：0
Idiom：0
DegreeHead：0
WordCount：18  
Tension：0.00",3.7058701515197754,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,恐懼,你常常滑手機走路，阿嬤看了都怕你撞到人或出車禍。,恐懼,0,0,0,19,0.0,"情緒：恐懼
Modifier：0
Idiom：0
DegreeHead：0
WordCount：19  
Tension：0.00",1.4387321472167969,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,厭惡,那些年輕人整天吵吵鬧鬧，真是煩死人了！,厭惡,2,0,1,10,0.4,"情緒：厭惡
Modifier：2
Idiom：0
DegreeHead：1
WordCount：10
Tension：0.40",0.8712530136108398,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,厭惡,鄰居家的垃圾沒分類，亂丟得亂七八糟。,厭惡,2,1,0,11,0.36,"情緒：厭惡
Modifier：2
Idiom：1
DegreeHead：0
WordCount：11  
Tension：0.36",1.0697028636932373,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,厭惡,電視新聞老是報那些壞消息，看了心情不好。,厭惡,1,0,0,12,0.08,"情緒：厭惡
Modifier：1
Idiom：0
DegreeHead：0
WordCount：12  
Tension：0.08",2.1174118518829346,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,厭惡,有些人說話不禮貌，讓人聽了心裡不舒服。,厭惡,2,0,0,12,0.17,"情緒：厭惡
Modifier：2
Idiom：0
DegreeHead：0
WordCount：12  
Tension：0.17",2.4075088500976562,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,厭惡,這個天氣又悶又熱，讓人全身黏膩。,厭惡,3,0,0,10,0.3,"情緒：厭惡
Modifier：3
Idiom：0
DegreeHead：0
WordCount：10  
Tension：0.30",1.3258450031280518,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,厭惡,有些店家態度冷冰冰的，客人怎麼會喜歡？,厭惡,1,0,0,13,0.08,"情緒：厭惡
Modifier：1
Idiom：0
DegreeHead：0
WordCount：13  
Tension：0.08",3.227019786834717,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,厭惡,看到路邊亂停車，真的是很沒公德心。,厭惡,2,0,1,11,0.45,"情緒：厭惡
Modifier：2
Idiom：0
DegreeHead：1
WordCount：11  
Tension：0.45",1.0666229724884033,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,厭惡,有些年輕人不尊重長輩，氣死人了！,憤怒,1,0,0,10,0.1,"情緒：憤怒
Modifier：1
Idiom：0
DegreeHead：0
WordCount：10  
Tension：0.10",1.1453838348388672,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,厭惡,騎樓那邊亂堆垃圾，臭氣熏天。,厭惡,1,0,0,8,0.13,"情緒：厭惡
Modifier：1
Idiom：0
DegreeHead：0
WordCount：8  
Tension：0.13",1.2163987159729004,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,厭惡,小孩子亂丟垃圾，阿嬤看了真生氣。,憤怒,1,0,1,11,0.27,"情緒：憤怒
Modifier：1
Idiom：0
DegreeHead：1
WordCount：11  
Tension：0.27",1.1773371696472168,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,悲傷,今天的bug修了半天還是沒解決，心裡真的有點沮喪。,悲傷,1,0,1,15,0.2,"情緒：悲傷
Modifier：1
Idiom：0
DegreeHead：1
WordCount：15  
Tension：0.20",1.294980764389038,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,悲傷,覺得自己好像不夠好，團隊裡總有人比我厲害。,悲傷,1,0,1,12,0.33,"情緒：悲傷
Modifier：1
Idiom：0
DegreeHead：1
WordCount：12  
Tension：0.33",0.9794409275054932,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,悲傷,看到朋友們聚會，我只能在家裡一個人默默滑手機。,悲傷,1,0,0,13,0.08,"情緒：悲傷
Modifier：1
Idiom：0
DegreeHead：0
WordCount：13  
Tension：0.08",1.206690788269043,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,悲傷,想跟同事聊聊天，但又怕打擾他們，心裡有點寂寞。,悲傷,1,0,1,15,0.2,"情緒：悲傷
Modifier：1
Idiom：0
DegreeHead：1
WordCount：15  
Tension：0.20",3.7262189388275146,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,悲傷,工作壓力這麼大，有時候真的想放棄。,悲傷,1,0,1,10,0.3,"情緒：悲傷
Modifier：1
Idiom：0
DegreeHead：1
WordCount：10  
Tension：0.30",1.1819310188293457,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,悲傷,加班到深夜，回家只剩孤獨感陪著我。,悲傷,1,0,0,10,0.1,"情緒：悲傷
Modifier：1
Idiom：0
DegreeHead：0
WordCount：10  
Tension：0.10",2.2834110260009766,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,悲傷,昨天面試失敗，覺得自己沒價值。,悲傷,1,0,0,8,0.13,"情緒：悲傷
Modifier：1
Idiom：0
DegreeHead：0
WordCount：8  
Tension：0.13",1.370114803314209,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,悲傷,明明努力了，還是感覺不被肯定。,悲傷,1,0,0,9,0.11,"情緒：悲傷
Modifier：1
Idiom：0
DegreeHead：0
WordCount：9  
Tension：0.11",1.0954110622406006,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,悲傷,今天忘了帶筆記本電腦，心情很差。,悲傷,1,0,1,9,0.44,"情緒：悲傷
Modifier：1
Idiom：0
DegreeHead：1
WordCount：9  
Tension：0.44",2.7546579837799072,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,悲傷,想念家鄉的味道，有時候好孤單。,悲傷,1,0,1,9,0.33,"情緒：悲傷
Modifier：1
Idiom：0
DegreeHead：1
WordCount：9  
Tension：0.33",1.738645076751709,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,憤怒,為什麼這個程式老是出錯，真的氣死我了！,憤怒,2,0,1,12,0.42,"情緒：憤怒
Modifier：2
Idiom：0
DegreeHead：1
WordCount：12  
Tension：0.42",1.5299227237701416,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,憤怒,同事不幫忙還怪我，真是氣炸。,憤怒,1,0,1,10,0.3,"情緒：憤怒
Modifier：1
Idiom：0
DegreeHead：1
WordCount：10  
Tension：0.30",1.0411646366119385,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,憤怒,這個系統設計得太爛了，讓人崩潰！,憤怒,2,0,1,10,0.4,"情緒：憤怒
Modifier：2
Idiom：0
DegreeHead：1
WordCount：10  
Tension：0.40",1.5508532524108887,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,憤怒,老闆又在逼加班，完全不顧我們的感受。,憤怒,1,0,1,10,0.3,"情緒：憤怒
Modifier：1
Idiom：0
DegreeHead：1
WordCount：10  
Tension：0.30",1.0892059803009033,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,憤怒,客戶要求變來變去，搞得我頭痛不已。,憤怒,1,0,0,11,0.09,"情緒：憤怒
Modifier：1
Idiom：0
DegreeHead：0
WordCount：11  
Tension：0.09",1.3085129261016846,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,憤怒,明明說好今天交付，結果又拖延了。,憤怒,0,0,0,10,0.0,"情緒：憤怒
Modifier：0
Idiom：0
DegreeHead：0
WordCount：10  
Tension：0.00",1.0130999088287354,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,憤怒,網路又斷了，這種基本問題怎麼還會發生？,憤怒,1,0,0,12,0.08,"情緒：憤怒
Modifier：1
Idiom：0
DegreeHead：0
WordCount：12  
Tension：0.08",1.1292657852172852,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,憤怒,看見別人輕鬆完成，我卻還在加班，心裡不平衡。,悲傷,1,0,0,15,0.07,"情緒：悲傷
Modifier：1
Idiom：0
DegreeHead：0
WordCount：15  
Tension：0.07",1.5133953094482422,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,憤怒,報告格式又被退回修改，真想直接摔電腦。,憤怒,1,0,1,11,0.27,"情緒：憤怒
Modifier：1
Idiom：0
DegreeHead：1
WordCount：11  
Tension：0.27",2.296799898147583,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,憤怒,這些無理的要求讓我快爆炸了！,憤怒,1,0,1,9,0.33,"情緒：憤怒
Modifier：1
Idiom：0
DegreeHead：1
WordCount：9  
Tension：0.33",2.8465516567230225,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,驚奇,竟然有同事主動幫我寫程式，真讓我驚喜。,驚奇,2,0,1,11,0.45,"情緒：驚奇
Modifier：2
Idiom：0
DegreeHead：1
WordCount：11
Tension：0.45",1.9636342525482178,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,驚奇,發現新工具超好用，省了好多時間。,喜悅,1,0,2,9,0.56,"情緒：喜悅
Modifier：1
Idiom：0
DegreeHead：2
WordCount：9  
Tension：0.56",1.380047082901001,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,驚奇,今天測試居然一次通過，太神奇了！,驚奇,1,0,2,9,0.56,"情緒：驚奇
Modifier：1
Idiom：0
DegreeHead：2
WordCount：9  
Tension：0.56",1.466332197189331,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,驚奇,意外收到主管的肯定，心裡暖暖的。,喜悅,1,0,0,9,0.11,"情緒：喜悅
Modifier：1
Idiom：0
DegreeHead：0
WordCount：9  
Tension：0.11",1.4732038974761963,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,驚奇,發現原來這個問題可以用另一種方法解決，太厲害了！,驚奇,1,0,1,13,0.31,"情緒：驚奇
Modifier：1
Idiom：0
DegreeHead：1
WordCount：13  
Tension：0.31",1.0899991989135742,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,驚奇,看到別人的作品這麼有創意，真的很震撼。,驚奇,1,0,1,11,0.27,"情緒：驚奇
Modifier：1
Idiom：0
DegreeHead：1
WordCount：11  
Tension：0.27",1.4216938018798828,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,驚奇,同事竟然記得我的生日，讓我很感動。,喜悅,1,0,1,11,0.27,"情緒：喜悅
Modifier：1
Idiom：0
DegreeHead：1
WordCount：11  
Tension：0.27",1.9910519123077393,200
