character,true_emotion,sentence,predicted_emotion,intensity_level,raw_response,api_time,api_status
阿輝（男性，29歲，外送員，樂觀直率）,恐懼,有時候晚上跑單經過那幾條巷子，真的會怕遇到壞人。,恐懼,Medium,"情緒：恐懼
強度：Medium",0.8699030876159668,200
阿輝（男性，29歲，外送員，樂觀直率）,恐懼,我最怕客人不接電話，然後還給差評。,恐懼,Medium,"情緒：恐懼
強度：Medium",0.8389739990234375,200
阿輝（男性，29歲，外送員，樂觀直率）,恐懼,手機快沒電了，我怕接不到接下來的單。,恐懼,Medium,"情緒：恐懼
強度：Medium",0.7371089458465576,200
阿輝（男性，29歲，外送員，樂觀直率）,恐懼,我怕今天沒跑滿會影響下週排班。,恐懼,Low,"情緒：恐懼
強度：Low",1.1023530960083008,200
阿輝（男性，29歲，外送員，樂觀直率）,恐懼,剛剛那個狗突然衝出來，我嚇得差點摔車。,恐懼,Medium,"情緒：恐懼
強度：Medium",1.6995761394500732,200
阿輝（男性，29歲，外送員，樂觀直率）,恐懼,如果一直這樣通膨，我怕生活真的撐不下去。,恐懼,Medium,"情緒：恐懼
強度：Medium",0.9400677680969238,200
阿輝（男性，29歲，外送員，樂觀直率）,恐懼,外送箱壞掉了，我怕食物灑出來會被客訴。,恐懼,Low,"情緒：恐懼
強度：Low",1.0828619003295898,200
阿輝（男性，29歲，外送員，樂觀直率）,恐懼,我媽最近身體不好，我一直很擔心她在家一個人。,恐懼,Medium,"情緒：恐懼
強度：Medium",0.9355857372283936,200
阿輝（男性，29歲，外送員，樂觀直率）,厭惡,真討厭，有些人訂餐不出門拿，害我白等一頓。,厭惡,Medium,"情緒：厭惡
強度：Medium",0.7251551151275635,200
阿輝（男性，29歲，外送員，樂觀直率）,厭惡,路上亂停車的人太多，騎車超級不方便。,憤怒,Medium,"情緒：憤怒
強度：Medium",1.3485279083251953,200
阿輝（男性，29歲，外送員，樂觀直率）,厭惡,有些店家態度差，讓人心情差透了。,厭惡,Medium,"情緒：厭惡
強度：Medium",1.6493968963623047,200
阿輝（男性，29歲，外送員，樂觀直率）,厭惡,外面太熱，衣服都濕了，超級不舒服。,厭惡,High,"情緒：厭惡
強度：High",1.2199928760528564,200
阿輝（男性，29歲，外送員，樂觀直率）,厭惡,有些客人很挑，怎麼點都不滿意。,厭惡,Medium,"情緒：厭惡
強度：Medium",0.9676799774169922,200
阿輝（男性，29歲，外送員，樂觀直率）,厭惡,訂單系統老是當機，害我送餐延遲。,憤怒,Medium,"情緒：憤怒
強度：Medium",0.8476638793945312,200
阿輝（男性，29歲，外送員，樂觀直率）,厭惡,看到路邊垃圾一堆，心情就煩躁。,厭惡,Medium,"情緒：厭惡
強度：Medium",1.1358850002288818,200
阿輝（男性，29歲，外送員，樂觀直率）,厭惡,早上塞車塞到爆，時間全浪費了。,憤怒,High,"情緒：憤怒
強度：High",0.8464658260345459,200
阿輝（男性，29歲，外送員，樂觀直率）,厭惡,有時候遇到凶神惡煞的狗，騎車都緊張。,恐懼,Medium,"情緒：恐懼
強度：Medium",0.7199780941009521,200
阿輝（男性，29歲，外送員，樂觀直率）,厭惡,明明講好的時間，卻一再被拖延，真令人反感。,厭惡,Medium,"情緒：厭惡
強度：Medium",0.8258299827575684,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,悲傷,這幾天老伴不舒服，我心裡真是難過啊。,悲傷,Medium,"情緒：悲傷
強度：Medium",2.4136199951171875,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,悲傷,孫子好久沒回家了，阿嬤我都快想哭了。,悲傷,Medium,"情緒：悲傷
強度：Medium",0.8434362411499023,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,悲傷,看著以前種的花凋謝了，心裡有說不出的空落感。,悲傷,Medium,"情緒：悲傷
強度：Medium",0.7167220115661621,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,悲傷,每次看到別人家熱熱鬧鬧，想到我家只有我一個人，難受。,悲傷,Medium,"情緒：悲傷
強度：Medium",0.9692192077636719,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,悲傷,今天鄰居阿姨病了，讓我想起我當年病痛的日子。,悲傷,Low,"情緒：悲傷
強度：Low",1.011531114578247,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,悲傷,阿公走了這麼久，想到他還是會忍不住想哭。,悲傷,Medium,"情緒：悲傷
強度：Medium",0.7382490634918213,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,悲傷,小孫子不理我，我的心都碎了。,悲傷,Medium,"情緒：悲傷
強度：Medium",1.0507636070251465,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,悲傷,聽說老朋友搬走了，感覺這社區少了份溫暖。,悲傷,Low,"情緒：悲傷
強度：Low",1.140320062637329,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,悲傷,以前的照片越看越想念年輕時光。,悲傷,Low,"情緒：悲傷
強度：Low",0.8345611095428467,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,悲傷,有時候覺得自己老了，做什麼都不如以前了。,悲傷,Low,"情緒：悲傷
強度：Low",0.7395541667938232,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,憤怒,那些年輕人吵得太誇張，阿嬤我怎麼睡得著？,厭惡,Medium,"情緒：厭惡
強度：Medium",0.9720711708068848,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,憤怒,怎麼這麼多年還有人亂丟垃圾，真是沒公德心！,憤怒,High,"情緒：憤怒
強度：High",1.7236840724945068,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,憤怒,鄰居的狗又一直叫，害我整晚沒休息。,憤怒,Medium,"情緒：憤怒
強度：Medium",0.9350378513336182,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,憤怒,這店家的服務態度差，買個東西還要這麼兇。,憤怒,Medium,"情緒：憤怒
強度：Medium",1.567775011062622,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,憤怒,小孩子怎麼這麼不懂事，打破我的花盆！,憤怒,Medium,"情緒：憤怒
強度：Medium",0.7379300594329834,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,憤怒,電視節目那麼爛，老是重播沒新意。,厭惡,Medium,"情緒：厭惡
強度：Medium",1.7096917629241943,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,憤怒,兒子又忘了給我打電話，氣死我了！,憤怒,High,"情緒：憤怒
強度：High",1.2605750560760498,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,憤怒,怎麼這個天氣還有人不戴口罩，太不負責任了。,憤怒,Medium,"情緒：憤怒
強度：Medium",1.1905579566955566,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,憤怒,社區裡那個阿婆總是愛管閒事，讓人心煩。,厭惡,Medium,"情緒：厭惡
強度：Medium",1.852660894393921,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,憤怒,有些人說老年人不用管，真是太過分了！,憤怒,High,"情緒：憤怒
強度：High",2.1686668395996094,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,驚奇,這年紀還能學手機，真是沒想到自己這麼厲害！,驚奇,Medium,"情緒：驚奇
強度：Medium",1.1468827724456787,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,驚奇,孫子會自己做飯了？阿嬤我真是太驚訝了。,驚奇,Medium,"情緒：驚奇
強度：Medium",2.581892967224121,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,驚奇,社區活動這麼熱鬧，我都沒想到會這麼有趣。,驚奇,Medium,"情緒：驚奇
強度：Medium",0.9415898323059082,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,驚奇,今天市場賣的水果比去年還甜，真讓人驚喜。,驚奇,Medium,"情緒：驚奇
強度：Medium",0.7807259559631348,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,驚奇,看到年輕人騎著電動車，真是時代變了啊。,驚奇,Low,"情緒：驚奇
強度：Low",2.4962832927703857,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,驚奇,那位新鄰居會唱歌，唱得還真好聽。,喜悅,Low,"情緒：喜悅
強度：Low",0.981748104095459,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,驚奇,電視劇裡的服裝變化多，跟以前完全不同。,驚奇,Low,"情緒：驚奇
強度：Low",0.8367118835449219,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,驚奇,今天路過公園，居然看到好多老人跳舞，好驚訝。,驚奇,Medium,"情緒：驚奇
強度：Medium",0.940032958984375,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,驚奇,以前用的爐子被電鍋取代，科技真快！,驚奇,Low,"情緒：驚奇
強度：Low",1.2857840061187744,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,驚奇,孫子送我一盆花，阿嬤我感動得快流淚了。,喜悅,Medium,"情緒：喜悅
強度：Medium",1.005396842956543,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,信任,阿昌從小就聰明，阿嬤相信你一定可以考上好學校啦。,信任,Low,"情緒：信任
強度：Low",1.5866198539733887,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,信任,你說這個東西好用，阿嬤信你，我來學學看怎麼用。,信任,Low,"情緒：信任
強度：Low",0.7996611595153809,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,信任,阿嬤不是催你啦，是怕你太累，但我相信你會照顧好自己。,信任,Low,"情緒：信任
強度：Low",0.900393009185791,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,信任,你爸嘴巴壞一點，但他心是好的，阿嬤知道啦。,信任,Low,"情緒：信任
強度：Low",1.1266522407531738,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,信任,這家菜市場我走了幾十年，賣菜阿姨我都信得過啦。,信任,Low,"情緒：信任
強度：Low",0.7237529754638672,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,信任,你說你想自己搬出去住，阿嬤信你有能力獨立。,信任,Low,"情緒：信任
強度：Low",0.8505909442901611,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,信任,這藥是醫生開的，我相信你們年輕人說要按時吃是對的。,信任,Low,"情緒：信任
強度：Low",0.8400712013244629,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,信任,阿嬤看人很準，那個女孩我看得出來是好孩子。,信任,Low,"情緒：信任
強度：Low",1.2210402488708496,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,信任,你說你工作忙，我懂的啦，我信你不是故意不打電話。,信任,Low,"情緒：信任
強度：Low",2.001309871673584,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,信任,阿嬤信佛，信善有善報，所以做人要正直。,信任,Low,"情緒：信任
強度：Low",0.7968552112579346,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,喜悅,孫子來看我了，阿嬤心裡暖暖的，好開心！,喜悅,Medium,"情緒：喜悅
強度：Medium",1.1559162139892578,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,喜悅,今天市場買到新鮮的菜，煮了大家最愛的菜色。,喜悅,Low,"情緒：喜悅
強度：Low",2.0489821434020996,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,喜悅,鄰居阿姨送了我一盒糕點，真是太幸福了。,喜悅,Medium,"情緒：喜悅
強度：Medium",1.1635158061981201,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,喜悅,太陽好大，曬著太陽感覺特別舒服。,喜悅,Low,"情緒：喜悅
強度：Low",1.1544809341430664,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,喜悅,聽到孫子考試考得不錯，阿嬤真替他驕傲。,喜悅,Medium,"情緒：喜悅
強度：Medium",1.0610299110412598,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,喜悅,和老朋友聊天，回憶起好多快樂的時光。,喜悅,Low,"情緒：喜悅
強度：Low",0.9107229709625244,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,喜悅,今天公園散步，看到很多小朋友玩耍，心情很好。,喜悅,Low,"情緒：喜悅
強度：Low",0.7481129169464111,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,喜悅,照顧花花草草，看著它們長大，真是開心。,喜悅,Low,"情緒：喜悅
強度：Low",1.2072508335113525,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,喜悅,兒子送來了他做的手工藝品，阿嬤覺得好棒！,喜悅,Medium,"情緒：喜悅
強度：Medium",1.2762110233306885,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,喜悅,一家人圍在一起吃飯，好幸福的一天。,喜悅,Low,"情緒：喜悅
強度：Low",1.3626117706298828,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,期待,下禮拜你說要帶女朋友回來吃飯，阿嬤煮你最愛的紅燒肉，期待啦！,期待,Medium,"情緒：期待
強度：Medium",1.02760910987854,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,期待,這週孫子要表演才藝，我早就準備好要去看了，超開心。,喜悅,High,"情緒：喜悅
強度：High",1.008268117904663,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,期待,過年快到了，我已經開始想要包幾個紅包給你們。,期待,Low,"情緒：期待
強度：Low",1.9997906684875488,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,期待,你說你年底要帶我去日本玩，我天天都在倒數啦。,期待,Medium,"情緒：期待
強度：Medium",1.0449049472808838,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,期待,明天你要回來吃飯，我特地去市場買新鮮白蝦等你。,期待,Low,"情緒：期待
強度：Low",1.1461801528930664,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,期待,阿嬤最近學會用LINE，期待你傳照片給我看。,期待,Low,"情緒：期待
強度：Low",0.8680520057678223,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,期待,你表妹也快要生了，我在等她叫我去幫忙坐月子啦。,期待,Low,"情緒：期待
強度：Low",1.830772876739502,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,期待,這禮拜你阿公生日，我已經訂好蛋糕要一起慶祝了。,期待,Low,"情緒：期待
強度：Low",1.6810603141784668,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,期待,你堂哥搬新家，說要請吃飯，我也很期待看到大家團聚。,期待,Low,"情緒：期待
強度：Low",1.058337926864624,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,期待,春天要到了，我等著在陽台種我的蘭花呢。,期待,Low,"情緒：期待
強度：Low",1.391169786453247,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,恐懼,最近你每天都忙到這麼晚，我怕你累壞了啦。,恐懼,Low,"情緒：恐懼
強度：Low",2.687587261199951,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,恐懼,我一個人在家聽到外面吵吵鬧鬧，心裡有點怕怕的。,恐懼,Low,"情緒：恐懼
強度：Low",1.1968140602111816,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,恐懼,天氣變冷了，你都不加外套，阿嬤最怕你著涼。,恐懼,Low,"情緒：恐懼
強度：Low",1.4208579063415527,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,恐懼,我昨晚咳了一整晚，有點怕是不是又氣管發作了。,恐懼,Medium,"情緒：恐懼
強度：Medium",0.9361207485198975,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,恐懼,你表弟這麼晚還沒回家，我心裡真的很不安。,恐懼,Medium,"情緒：恐懼
強度：Medium",1.5318682193756104,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,恐懼,最近詐騙新聞很多，我怕你阿公又被騙去買什麼藥。,恐懼,Medium,"情緒：恐懼
強度：Medium",0.7752110958099365,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,恐懼,我手機一直按錯，怕你們傳的訊息我都沒看到。,恐懼,Low,"情緒：恐懼
強度：Low",2.9747021198272705,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,恐懼,你說要出國工作，阿嬤不是不支持，是怕你在外沒人照顧。,恐懼,Low,"情緒：恐懼
強度：Low",3.499484062194824,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,恐懼,最近鄰居摔倒住院，我也會怕自己哪天走路跌倒沒人知道。,恐懼,Low,"情緒：恐懼
強度：Low",1.9652233123779297,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,恐懼,你常常滑手機走路，阿嬤看了都怕你撞到人或出車禍。,恐懼,Low,"情緒：恐懼
強度：Low",1.5076961517333984,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,厭惡,那些年輕人整天吵吵鬧鬧，真是煩死人了！,厭惡,High,"情緒：厭惡
強度：High",0.8398828506469727,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,厭惡,鄰居家的垃圾沒分類，亂丟得亂七八糟。,厭惡,Medium,"情緒：厭惡
強度：Medium",0.9852290153503418,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,厭惡,電視新聞老是報那些壞消息，看了心情不好。,厭惡,Medium,"情緒：厭惡
強度：Medium",0.839756965637207,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,厭惡,有些人說話不禮貌，讓人聽了心裡不舒服。,厭惡,Medium,"情緒：厭惡
強度：Medium",0.7347409725189209,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,厭惡,這個天氣又悶又熱，讓人全身黏膩。,厭惡,Medium,"情緒：厭惡
強度：Medium",0.702415943145752,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,厭惡,有些店家態度冷冰冰的，客人怎麼會喜歡？,厭惡,Medium,"情緒：厭惡
強度：Medium",0.9790210723876953,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,厭惡,看到路邊亂停車，真的是很沒公德心。,厭惡,Medium,"情緒：厭惡
強度：Medium",1.0692830085754395,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,厭惡,有些年輕人不尊重長輩，氣死人了！,憤怒,High,"情緒：憤怒
強度：High",3.0784950256347656,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,厭惡,騎樓那邊亂堆垃圾，臭氣熏天。,厭惡,Medium,"情緒：厭惡
強度：Medium",0.7166471481323242,200
阿嬤玉蓮（女性，68歲，退休家庭主婦，慈愛但有點唠叨）,厭惡,小孩子亂丟垃圾，阿嬤看了真生氣。,憤怒,Medium,"情緒：憤怒
強度：Medium",0.9421811103820801,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,悲傷,今天的bug修了半天還是沒解決，心裡真的有點沮喪。,悲傷,Medium,"情緒：悲傷
強度：Medium",0.6386330127716064,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,悲傷,覺得自己好像不夠好，團隊裡總有人比我厲害。,悲傷,Low,"情緒：悲傷
強度：Low",0.8188741207122803,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,悲傷,看到朋友們聚會，我只能在家裡一個人默默滑手機。,悲傷,Low,"情緒：悲傷
強度：Low",0.9390299320220947,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,悲傷,想跟同事聊聊天，但又怕打擾他們，心裡有點寂寞。,悲傷,Low,"情緒：悲傷
強度：Low",0.6813256740570068,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,悲傷,工作壓力這麼大，有時候真的想放棄。,悲傷,Medium,"情緒：悲傷
強度：Medium",0.6041138172149658,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,悲傷,加班到深夜，回家只剩孤獨感陪著我。,悲傷,Medium,"情緒：悲傷
強度：Medium",0.9615280628204346,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,悲傷,昨天面試失敗，覺得自己沒價值。,悲傷,Medium,"情緒：悲傷
強度：Medium",0.734112024307251,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,悲傷,明明努力了，還是感覺不被肯定。,悲傷,Medium,"情緒：悲傷
強度：Medium",0.835892915725708,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,悲傷,今天忘了帶筆記本電腦，心情很差。,悲傷,Medium,"情緒：悲傷
強度：Medium",0.9460070133209229,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,悲傷,想念家鄉的味道，有時候好孤單。,悲傷,Low,"情緒：悲傷
強度：Low",1.1412749290466309,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,憤怒,為什麼這個程式老是出錯，真的氣死我了！,憤怒,High,"情緒：憤怒
強度：High",0.8475122451782227,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,憤怒,同事不幫忙還怪我，真是氣炸。,憤怒,High,"情緒：憤怒
強度：High",1.3350348472595215,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,憤怒,這個系統設計得太爛了，讓人崩潰！,憤怒,High,"情緒：憤怒
強度：High",0.9191029071807861,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,憤怒,老闆又在逼加班，完全不顧我們的感受。,憤怒,Medium,"情緒：憤怒
強度：Medium",1.4735229015350342,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,憤怒,客戶要求變來變去，搞得我頭痛不已。,厭惡,Medium,"情緒：厭惡
強度：Medium",2.9882700443267822,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,憤怒,明明說好今天交付，結果又拖延了。,憤怒,Medium,"情緒：憤怒
強度：Medium",1.6209077835083008,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,憤怒,網路又斷了，這種基本問題怎麼還會發生？,憤怒,Medium,"情緒：憤怒
強度：Medium",1.0809509754180908,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,憤怒,看見別人輕鬆完成，我卻還在加班，心裡不平衡。,嫉妒（期待）,Medium,"情緒：嫉妒（期待）
強度：Medium",2.0800247192382812,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,憤怒,報告格式又被退回修改，真想直接摔電腦。,憤怒,High,"情緒：憤怒
強度：High",0.9551098346710205,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,憤怒,這些無理的要求讓我快爆炸了！,憤怒,High,"情緒：憤怒
強度：High",0.8108410835266113,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,驚奇,竟然有同事主動幫我寫程式，真讓我驚喜。,驚奇,Medium,"情緒：驚奇
強度：Medium",1.0446510314941406,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,驚奇,發現新工具超好用，省了好多時間。,喜悅,Medium,"情緒：喜悅
強度：Medium",1.0385029315948486,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,驚奇,今天測試居然一次通過，太神奇了！,驚奇,High,"情緒：驚奇
強度：High",0.8466842174530029,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,驚奇,意外收到主管的肯定，心裡暖暖的。,喜悅,Low,"情緒：喜悅
強度：Low",1.0404438972473145,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,驚奇,發現原來這個問題可以用另一種方法解決，太厲害了！,驚奇,Medium,"情緒：驚奇
強度：Medium",0.8727560043334961,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,驚奇,看到別人的作品這麼有創意，真的很震撼。,驚奇,Medium,"情緒：驚奇
強度：Medium",1.6131908893585205,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,驚奇,同事竟然記得我的生日，讓我很感動。,喜悅,Medium,"情緒：喜悅
強度：Medium",0.8111729621887207,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,驚奇,今天的線上會議效率出乎意料的高。,驚奇,Low,"情緒：驚奇
強度：Low",0.8742506504058838,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,驚奇,發現公司福利有免費健身房，太讚了！,喜悅,High,"情緒：喜悅
強度：High",1.9782650470733643,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,驚奇,新推出的軟體功能超方便，真沒想到。,驚奇,Medium,"情緒：驚奇
強度：Medium",1.8161661624908447,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,信任,我相信只要把問題拆解清楚，總是可以找到解法的。,信任,Low,"情緒：信任
強度：Low",1.0281329154968262,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,信任,她平常做事很細心，這個模組交給她我很放心。,信任,Low,"情緒：信任
強度：Low",0.7942547798156738,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,信任,主管雖然要求很多，但我覺得他的判斷是對的。,信任,Low,"情緒：信任
強度：Low",0.8857710361480713,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,信任,我信任我們團隊的默契，這次應該能準時交付。,信任,Low,"情緒：信任
強度：Low",0.7656199932098389,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,信任,這個演算法我有測過好幾次，我相信它能跑穩。,信任,Low,"情緒：信任
強度：Low",1.0601201057434082,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,信任,我知道你不是故意晚交PR的，應該是有其他原因吧。,信任,Low,"情緒：信任
強度：Low",1.4376859664916992,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,信任,他說會修復那個bug，我相信他能處理好。,信任,Low,"情緒：信任
強度：Low",2.8744590282440186,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,信任,我用的是你推薦的套件，因為我信你的判斷。,信任,Low,"情緒：信任
強度：Low",0.7615327835083008,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,信任,我們彼此都有默契，不太需要太多語言就能協作。,信任,Low,"情緒：信任
強度：Low",0.9061729907989502,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,信任,她之前也遇過類似的狀況，所以我信她這次也處理得來。,信任,Low,"情緒：信任
強度：Low",2.00213885307312,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,喜悅,今天修好了一個超難的bug，心情超好！,喜悅,High,"情緒：喜悅
強度：High",1.0435757637023926,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,喜悅,同事邀請我一起吃午餐，感覺很溫暖。,喜悅,Low,"情緒：喜悅
強度：Low",0.8481960296630859,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,喜悅,收到主管的讚賞，整天都很開心。,喜悅,Medium,"情緒：喜悅
強度：Medium",0.8277690410614014,200
小婷（女性，24歲，軟體工程師，理性且有點內向）,喜悅,項目順利完成，大家一起慶祝。,喜悅,Low,"情緒：喜悅
強度：Low",2.168673038482666,200
